,Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Year
4783,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA,Persons,75+ yrs,,,2019,10.6993232355785,,,,,1660.0,15515.0,,,Not compared,Not compared,20190000,,,2019-01-01
4782,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA,Persons,75+ yrs,,,2019,10.6069711538462,,,,,1765.0,16640.0,,,Not compared,Not compared,20190000,,,2019-01-01
4781,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA,Persons,75+ yrs,,,2019,11.2655286442041,,,,,2521.0,22378.0,,,Not compared,Not compared,20190000,,,2019-01-01
4780,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA,Persons,75+ yrs,,,2019,12.1265956046848,,,,,1843.0,15198.0,,,Not compared,Not compared,20190000,,,2019-01-01
4779,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA,Persons,75+ yrs,,,2019,8.2803738317757,,,,,1772.0,21400.0,,,Not compared,Not compared,20190000,,,2019-01-01
8751,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (4/19-3/20),Persons,75+ yrs,,,2019,8.2803738317757,,,,,1772.0,21400.0,,,Not compared,Not compared,20190000,,,2019-01-01
8752,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (4/19-3/20),Persons,75+ yrs,,,2019,12.1265956046848,,,,,1843.0,15198.0,,,Not compared,Not compared,20190000,,,2019-01-01
4780,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (4/19-3/20),Persons,75+ yrs,,,2019,11.2655286442041,,,,,2521.0,22378.0,,,Not compared,Not compared,20190000,,,2019-01-01
8754,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (4/19-3/20),Persons,75+ yrs,,,2019,10.6069711538462,,,,,1765.0,16640.0,,,Not compared,Not compared,20190000,,,2019-01-01
8760,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (4/19-3/20),Persons,75+ yrs,,,2019,8.74236685475767,,,,,2262.0,25874.0,,,Not compared,Not compared,20190000,,,2019-01-01
8759,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (4/19-3/20),Persons,75+ yrs,,,2019,8.43899183820132,,,,,1644.0,19481.0,,,Not compared,Not compared,20190000,,,2019-01-01
8758,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (4/19-3/20),Persons,75+ yrs,,,2019,9.63380943984012,,,,,1639.0,17013.0,,,Not compared,Not compared,20190000,,,2019-01-01
8757,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (4/19-3/20),Persons,75+ yrs,,,2019,8.62087851900537,,,,,2361.0,27387.0,,,Not compared,Not compared,20190000,,,2019-01-01
8756,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (4/19-3/20),Persons,75+ yrs,,,2019,9.0322973055167,,,,,1485.0,16441.0,,,Not compared,Not compared,20190000,,,2019-01-01
8755,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (4/19-3/20),Persons,75+ yrs,,,2019,10.6993232355785,,,,,1660.0,15515.0,,,Not compared,Not compared,20190000,,,2019-01-01
4398,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,75+ yrs,,,2019,12.1265956046848,,,,,1843.0,15198.0,,,Not compared,Not compared,20190000,,,2019-01-01
4399,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,75+ yrs,,,2019,11.2655286442041,,,,,2521.0,22378.0,,,Not compared,Not compared,20190000,,,2019-01-01
4397,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,75+ yrs,,,2019,8.2803738317757,,,,,1772.0,21400.0,,,Not compared,Not compared,20190000,,,2019-01-01
8753,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (4/19-3/20),Persons,75+ yrs,,,2019,11.2655286442041,,,,,2521.0,22378.0,,,Not compared,Not compared,20190000,,,2019-01-01
5076,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA,Persons,75+ yrs,,,2020,10.4540588198249,,,,,1660.0,15879.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
4694,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (pre 4/19),Persons,75+ yrs,,,2020,8.55049151027703,,,,,2392.0,27975.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5077,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA,Persons,75+ yrs,,,2020,8.93435737429497,,,,,1489.0,16666.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5078,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA,Persons,75+ yrs,,,2020,8.55049151027703,,,,,2392.0,27975.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5079,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA,Persons,75+ yrs,,,2020,9.38448325221872,,,,,1639.0,17465.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5080,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA,Persons,75+ yrs,,,2020,8.78225441376188,,,,,1746.0,19881.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5081,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA,Persons,75+ yrs,,,2020,8.38865195623957,,,,,2262.0,26965.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5074,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA,Persons,75+ yrs,,,2020,11.4286984352774,,,,,2571.0,22496.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5073,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA,Persons,75+ yrs,,,2020,11.6845241869017,,,,,1843.0,15773.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5072,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA,Persons,75+ yrs,,,2020,8.14684208146842,,,,,1802.0,22119.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5075,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA,Persons,75+ yrs,,,2020,10.3894589552239,,,,,1782.0,17152.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
4693,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,75+ yrs,,,2020,8.93435737429497,,,,,1489.0,16666.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
4688,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,75+ yrs,,,2020,8.14684208146842,,,,,1802.0,22119.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
4691,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,75+ yrs,,,2020,10.3894589552239,,,,,1782.0,17152.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
4690,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,75+ yrs,,,2020,11.4286984352774,,,,,2571.0,22496.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
4689,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,75+ yrs,,,2020,11.6845241869017,,,,,1843.0,15773.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
4695,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (pre 4/19),Persons,75+ yrs,,,2020,9.38448325221872,,,,,1639.0,17465.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
8668,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (pre 4/19),Persons,75+ yrs,,,2020,8.14684208146842,,,,,1802.0,22119.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
8669,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (pre 4/19),Persons,75+ yrs,,,2020,11.6845241869017,,,,,1843.0,15773.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
8670,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (pre 4/19),Persons,75+ yrs,,,2020,11.4286984352774,,,,,2571.0,22496.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
8671,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (pre 4/19),Persons,75+ yrs,,,2020,10.3894589552239,,,,,1782.0,17152.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
8672,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (pre 4/19),Persons,75+ yrs,,,2020,10.4540588198249,,,,,1660.0,15879.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
8673,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (pre 4/19),Persons,75+ yrs,,,2020,8.93435737429497,,,,,1489.0,16666.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
8674,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (pre 4/19),Persons,75+ yrs,,,2020,8.55049151027703,,,,,2392.0,27975.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
8675,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (pre 4/19),Persons,75+ yrs,,,2020,9.38448325221872,,,,,1639.0,17465.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
4692,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,75+ yrs,,,2020,10.4540588198249,,,,,1660.0,15879.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
4696,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (pre 4/19),Persons,75+ yrs,,,2020,8.78225441376188,,,,,1746.0,19881.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9230,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (4/19-3/20),Persons,75+ yrs,,,2020,9.38448325221872,,,,,1639.0,17465.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9232,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (4/19-3/20),Persons,75+ yrs,,,2020,8.38865195623957,,,,,2262.0,26965.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5080,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (4/19-3/20),Persons,75+ yrs,,,2020,8.38865195623957,,,,,2262.0,26965.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5079,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (4/19-3/20),Persons,75+ yrs,,,2020,8.78225441376188,,,,,1746.0,19881.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5078,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (4/19-3/20),Persons,75+ yrs,,,2020,9.38448325221872,,,,,1639.0,17465.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5077,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (4/19-3/20),Persons,75+ yrs,,,2020,8.55049151027703,,,,,2392.0,27975.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5076,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (4/19-3/20),Persons,75+ yrs,,,2020,8.93435737429497,,,,,1489.0,16666.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5075,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (4/19-3/20),Persons,75+ yrs,,,2020,10.4540588198249,,,,,1660.0,15879.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5074,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (4/19-3/20),Persons,75+ yrs,,,2020,10.3894589552239,,,,,1782.0,17152.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5073,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (4/19-3/20),Persons,75+ yrs,,,2020,11.4286984352774,,,,,2571.0,22496.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5072,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (4/19-3/20),Persons,75+ yrs,,,2020,11.6845241869017,,,,,1843.0,15773.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
5071,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (4/19-3/20),Persons,75+ yrs,,,2020,8.14684208146842,,,,,1802.0,22119.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
8676,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (pre 4/19),Persons,75+ yrs,,,2020,8.78225441376188,,,,,1746.0,19881.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9223,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (4/19-3/20),Persons,75+ yrs,,,2020,8.14684208146842,,,,,1802.0,22119.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9224,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (4/19-3/20),Persons,75+ yrs,,,2020,11.6845241869017,,,,,1843.0,15773.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9225,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (4/19-3/20),Persons,75+ yrs,,,2020,11.4286984352774,,,,,2571.0,22496.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9160,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA,Persons,75+ yrs,,,2020,8.38865195623957,,,,,2262.0,26965.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9159,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,75+ yrs,,,2020,8.78225441376188,,,,,1746.0,19881.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9158,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,75+ yrs,,,2020,9.38448325221872,,,,,1639.0,17465.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9157,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,75+ yrs,,,2020,8.55049151027703,,,,,2392.0,27975.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9156,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,75+ yrs,,,2020,8.93435737429497,,,,,1489.0,16666.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9155,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,75+ yrs,,,2020,10.4540588198249,,,,,1660.0,15879.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9154,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,75+ yrs,,,2020,10.3894589552239,,,,,1782.0,17152.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9153,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,75+ yrs,,,2020,11.4286984352774,,,,,2571.0,22496.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9152,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,75+ yrs,,,2020,11.6845241869017,,,,,1843.0,15773.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9151,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,75+ yrs,,,2020,8.14684208146842,,,,,1802.0,22119.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9226,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (4/19-3/20),Persons,75+ yrs,,,2020,10.3894589552239,,,,,1782.0,17152.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9227,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (4/19-3/20),Persons,75+ yrs,,,2020,10.4540588198249,,,,,1660.0,15879.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9228,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (4/19-3/20),Persons,75+ yrs,,,2020,8.93435737429497,,,,,1489.0,16666.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9229,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (4/19-3/20),Persons,75+ yrs,,,2020,8.55049151027703,,,,,2392.0,27975.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
9231,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (4/19-3/20),Persons,75+ yrs,,,2020,8.78225441376188,,,,,1746.0,19881.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
4697,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Persons,75+ yrs,,,2020,8.38865195623957,,,,,2262.0,26965.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
8677,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (pre 4/19),Persons,75+ yrs,,,2020,8.38865195623957,,,,,2262.0,26965.0,,No significant change,Not compared,Not compared,20200000,,,2020-01-01
