TOTAL_QUANTITY,PRACTICE_NAME,PCO_NAME,CHEMICAL_SUBSTANCE_BNF_DESCR,YEAR_MONTH,BNF_DESCRIPTION
280.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 16mg modified-release capsules
56.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
60.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
28.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
56.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
28.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
120.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 2mg/ml oral solution sugar free
28.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
30.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
28.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
56.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 4.5mg capsules
28.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
56.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
28.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Aricept 10mg tablets
112.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,NURSING HOME PROJECT TEAM (SOUTH),SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
112.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
56.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 1.5mg capsules
14.0,NURSING HOME PROJECT TEAM (SOUTH),SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
7.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
28.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
28.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg orodispersible tablets sugar free
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
56.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
90.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
7.0,NURSING HOME PROJECT TEAM (SOUTH),SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
112.0,WHITLEY ROAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
84.0,THE NEVILLE FAMILY CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
70.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
28.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
336.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
4.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
30.0,THE NEVILLE FAMILY CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
56.0,MP VICTORIA MILL,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
84.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 6mg capsules
56.0,THE ROBERT DARBISHIRE PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
28.0,SIMPSON MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Aricept 5mg tablets
28.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 6mg capsules
56.0,THE VALLANCE CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
28.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 8mg modified-release capsules
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
105.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,WEST GORTON MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
168.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
56.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 4.5mg capsules
28.0,DR HUSSAIN'S PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
90.0,BROOKDALE SURGERY,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 16mg modified-release capsules
56.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
28.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 4.6mg/24hours transdermal patches
56.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Galantamine,201401,Galantamine 16mg modified-release capsules
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
112.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
56.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
392.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
56.0,WEST POINT MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
56.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
56.0,DR CUNNINGHAM & PARTNERS,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
35.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
42.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 4.5mg capsules
50.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg/ml oral solution sugar free
28.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 4.6mg/24hours transdermal patches
30.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Exelon 4.6mg/24hours transdermal patches
98.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
56.0,DRS HANIF &  BANNURU,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
55.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
56.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
56.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
98.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
112.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
30.0,PRINCESS ROAD SURGERY,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
56.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
42.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 6mg capsules
30.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
35.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
56.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
28.0,MANCHESTER MEDICAL,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
28.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201401,Reminyl XL 16mg capsules
28.0,NEW ISLINGTON MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
112.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
112.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
280.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
28.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
35.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
56.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
14.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
112.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
56.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
70.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
60.0,WILLOWBANK SURGERY,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
56.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
112.0,NEW ISLINGTON MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
112.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
20.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
56.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 16mg modified-release capsules
28.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg orodispersible tablets sugar free
112.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
91.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
84.0,WEST GORTON MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
28.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
28.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
35.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
84.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,THE ARCH MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
56.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 4.5mg capsules
4.0,GTD HEALTHCARE GP SERVICE OOH,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
140.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
56.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
28.0,BROOKDALE SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
56.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
28.0,WEST POINT MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
28.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
77.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 16mg modified-release capsules
28.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
28.0,DRS HANIF &  BANNURU,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
84.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
84.0,DRS HANIF &  BANNURU,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
60.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Exelon 4.6mg/24hours transdermal patches
84.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
28.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 16mg modified-release capsules
90.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
392.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
56.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 1.5mg capsules
84.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
56.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
56.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
20.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
28.0,MERSEYBANK SURGERY,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
28.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
84.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
56.0,BURNAGE HEALTHCARE PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
84.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
56.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
84.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
14.0,NURSING HOME PROJECT TEAM (SOUTH),SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
42.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,WHITLEY ROAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
56.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
28.0,PRINCESS ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
112.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 1.5mg capsules
56.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
7.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 1.5mg capsules
56.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 12mg tablets
168.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 16mg modified-release capsules
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
112.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 16mg modified-release capsules
56.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 4.5mg capsules
196.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
28.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
84.0,DR CUNNINGHAM & PARTNERS,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
35.0,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
84.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
21.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
42.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
100.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg/ml oral solution sugar free
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
140.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
70.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 1.5mg capsules
28.0,DR CHEN & DAVIS,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
56.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
14.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
28.0,DRS HANIF &  BANNURU,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
392.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
84.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
56.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
60.0,FALLOWFIELD MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Exelon 4.6mg/24hours transdermal patches
30.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
112.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
56.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
56.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
112.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
28.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 1.5mg capsules
112.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 3mg capsules
56.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 16mg modified-release capsules
28.0,DIDSBURY MEDICAL CENTRE- DR ASHWORTH,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
28.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 16mg modified-release capsules
14.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
56.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
56.0,WHITLEY ROAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
56.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
56.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 1.5mg capsules
28.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
14.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
60.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 4.6mg/24hours transdermal patches
28.0,THE ROBERT DARBISHIRE PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 1.5mg capsules
84.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 20mg tablets
28.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 6mg capsules
90.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
168.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
28.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 4.5mg capsules
28.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 24mg modified-release capsules
28.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
56.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 5mg tablets
28.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
56.0,WEST POINT MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201401,Donepezil 10mg tablets
28.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201401,Galantamine 8mg tablets
30.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Rivastigmine,201401,Rivastigmine 9.5mg/24hours transdermal patches
28.0,ARTANE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
168.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Memantine hydrochloride,201401,Memantine 10mg tablets
